Day,Day.Of.Week,Date,Page.Loads,Unique.Visits,weather
Sunday,1,8/20/2017,"1,969","1,419",sun
Monday,2,8/21/2017,"2,985","2,069",rain
Tuesday,3,8/22/2017,"3,087","2,259",rain
Wednesday,4,8/23/2017,"3,047","2,147",rain
Thursday,5,8/24/2017,"2,961","2,026",rain
Friday,6,8/25/2017,"2,293","1,589",sun
Saturday,7,8/26/2017,"1,261",934,fog
Sunday,1,8/27/2017,"1,676","1,211",fog
Monday,2,8/28/2017,"1,786","1,287",sun
Tuesday,3,8/29/2017,"3,252","2,310",sun
Wednesday,4,8/30/2017,"3,082","2,179",rain
Thursday,5,8/31/2017,"2,721","1,963",rain
Friday,6,9/1/2017,"2,217","1,583",rain
Saturday,7,9/2/2017,"1,271",908,rain
Sunday,1,9/3/2017,"1,742","1,197",sun
Monday,2,9/4/2017,"2,293","1,704",sun
Tuesday,3,9/5/2017,"3,155","2,289",rain
Wednesday,4,9/6/2017,"3,159","2,320",rain
Thursday,5,9/7/2017,"3,054","2,243",fog
Friday,6,9/8/2017,"2,440","1,848",fog
Saturday,7,9/9/2017,"1,532","1,108",rain
Sunday,1,9/10/2017,"2,247","1,657",rain
Monday,2,9/11/2017,"3,570","2,496",fog
Tuesday,3,9/12/2017,"3,524","2,540",sun
Wednesday,4,9/13/2017,"3,471","2,473",sun
Thursday,5,9/14/2017,"3,303","2,415",sun
Friday,6,9/15/2017,"2,560","1,867",rain
Saturday,7,9/16/2017,"1,470","1,090",fog
Sunday,1,9/17/2017,"2,234","1,715",rain
Monday,2,9/18/2017,"3,504","2,596",rain
Tuesday,3,9/19/2017,"3,984","2,840",fog
Wednesday,4,9/20/2017,"3,746","2,660",fog
Thursday,5,9/21/2017,"3,524","2,667",fog
Friday,6,9/22/2017,"2,639","1,944",rain
Saturday,7,9/23/2017,"1,523","1,178",rain
Sunday,1,9/24/2017,"2,425","1,809",rain
Monday,2,9/25/2017,"3,671","2,705",fog
Tuesday,3,9/26/2017,"3,669","2,780",fog
Wednesday,4,9/27/2017,"3,537","2,657",fog
Thursday,5,9/28/2017,"3,413","2,507",rain
Friday,6,9/29/2017,"2,699","1,902",fog
Saturday,7,9/30/2017,"1,829","1,289",rain
Sunday,1,10/1/2017,"2,379","1,812",rain
Monday,2,10/2/2017,"3,637","2,669",rain
Tuesday,3,10/3/2017,"3,775","2,787",fog
Wednesday,4,10/4/2017,"3,572","2,731",fog
Thursday,5,10/5/2017,"3,605","2,695",rain
Friday,6,10/6/2017,"2,774","2,078",rain
Saturday,7,10/7/2017,"1,780","1,354",rain
Sunday,1,10/8/2017,"2,469","1,884",fog
Monday,2,10/9/2017,"3,881","2,869",fog
Tuesday,3,10/10/2017,"3,767","2,785",rain
Wednesday,4,10/11/2017,"4,082","2,924",fog
Thursday,5,10/12/2017,"4,047","2,768",sun
Friday,6,10/13/2017,"2,877","2,114",fog
Saturday,7,10/14/2017,"2,073","1,559",fog
Sunday,1,10/15/2017,"2,759","2,066",rain
Monday,2,10/16/2017,"3,817","2,880",rain
Tuesday,3,10/17/2017,"3,949","2,930",rain
Wednesday,4,10/18/2017,"3,867","2,896",rain
Thursday,5,10/19/2017,"3,621","2,582",rain
Friday,6,10/20/2017,"2,978","2,220",rain
Saturday,7,10/21/2017,"1,992","1,434",rain
Sunday,1,10/22/2017,"2,851","2,142",rain
Monday,2,10/23/2017,"4,390","3,177",rain
Tuesday,3,10/24/2017,"3,886","2,938",rain
Wednesday,4,10/25/2017,"3,424","2,477",fog
Thursday,5,10/26/2017,"4,207","3,087",rain
Friday,6,10/27/2017,"3,345","2,478",fog
Saturday,7,10/28/2017,"2,128","1,567",rain
Sunday,1,10/29/2017,"2,205","1,637",sun
Monday,2,10/30/2017,"4,091","2,999",fog
Tuesday,3,10/31/2017,"4,223","3,143",sun
Wednesday,4,11/1/2017,"4,361","3,147",sun
Thursday,5,11/2/2017,"4,263","3,103",rain
Friday,6,11/3/2017,"3,341","2,397",rain
Saturday,7,11/4/2017,"2,278","1,634",sun
Sunday,1,11/5/2017,"3,097","2,299",sun
Monday,2,11/6/2017,"4,185","3,113",sun
Tuesday,3,11/7/2017,"4,477","3,341",sun
Wednesday,4,11/8/2017,"4,354","3,227",rain
Thursday,5,11/9/2017,"4,194","3,005",rain
Friday,6,11/10/2017,"3,240","2,319",rain
Saturday,7,11/11/2017,"2,424","1,613",sun
Sunday,1,11/12/2017,"3,168","2,309",sun
Monday,2,11/13/2017,"4,709","3,433",sun
Tuesday,3,11/14/2017,"4,634","3,373",sun
Wednesday,4,11/15/2017,"4,545","3,345",sun
Thursday,5,11/16/2017,"4,532","3,332",sun
Friday,6,11/17/2017,"3,317","2,508",sun
Saturday,7,11/18/2017,"2,449","1,741",fog
Sunday,1,11/19/2017,"2,893","2,231",fog
Monday,2,11/20/2017,"4,170","3,135",fog
Tuesday,3,11/21/2017,"4,277","3,026",rain
Wednesday,4,11/22/2017,"3,588","2,625",rain
Thursday,5,11/23/2017,"3,141","2,237",sun
Friday,6,11/24/2017,"2,658","1,843",rain
Saturday,7,11/25/2017,"2,391","1,652",rain
Sunday,1,11/26/2017,"3,202","2,354",rain
Monday,2,11/27/2017,"4,349","3,251",rain
Tuesday,3,11/28/2017,"4,886","3,660",rain
Wednesday,4,11/29/2017,"4,555","3,484",sun
Thursday,5,11/30/2017,"4,477","3,134",sun
Friday,6,12/1/2017,"3,577","2,603",rain
Saturday,7,12/2/2017,"2,430","1,827",rain
Sunday,1,12/3/2017,"3,449","2,504",rain
Monday,2,12/4/2017,"4,955","3,673",rain
Tuesday,3,12/5/2017,"4,475","3,435",rain
Wednesday,4,12/6/2017,"4,595","3,452",rain
Thursday,5,12/7/2017,"4,451","3,199",sun
Friday,6,12/8/2017,"3,418","2,549",rain
Saturday,7,12/9/2017,"2,605","1,944",sun
Sunday,1,12/10/2017,"3,483","2,607",sun
Monday,2,12/11/2017,"4,651","3,350",rain
Tuesday,3,12/12/2017,"4,029","3,011",rain
Wednesday,4,12/13/2017,"4,282","3,205",rain
Thursday,5,12/14/2017,"4,138","2,930",sun
Friday,6,12/15/2017,"4,130","2,803",rain
Saturday,7,12/16/2017,"2,581","1,761",sun
Sunday,1,12/17/2017,"3,355","2,300",sun
Monday,2,12/18/2017,"4,482","3,109",rain
Tuesday,3,12/19/2017,"4,584","3,021",rain
Wednesday,4,12/20/2017,"4,106","2,661",sun
Thursday,5,12/21/2017,"3,378","2,243",sun
Friday,6,12/22/2017,"2,446","1,544",rain
Saturday,7,12/23/2017,"1,447",958,sun
Sunday,1,12/24/2017,"1,326",895,sun
Monday,2,12/25/2017,"1,609","1,015",rain
Tuesday,3,12/26/2017,"2,481","1,438",rain
Wednesday,4,12/27/2017,"2,798","1,740",sun
Thursday,5,12/28/2017,"2,809","1,797",sun
Friday,6,12/29/2017,"2,216","1,410",sun
Saturday,7,12/30/2017,"1,546","1,071",sun
Sunday,1,12/31/2017,"1,339",923,sun
Monday,2,1/1/2018,"1,709","1,120",sun
Tuesday,3,1/2/2018,"3,389","2,208",rain
Wednesday,4,1/3/2018,"3,391","2,282",sun
Thursday,5,1/4/2018,"3,698","2,310",rain
Friday,6,1/5/2018,"3,511","2,272",rain
Saturday,7,1/6/2018,"2,279","1,498",rain
Sunday,1,1/7/2018,"2,822","1,869",fog
Monday,2,1/8/2018,"4,240","2,784",rain
Tuesday,3,1/9/2018,"4,319","2,844",rain
Wednesday,4,1/10/2018,"4,224","2,866",sun
Thursday,5,1/11/2018,"3,797","2,704",sun
Friday,6,1/12/2018,"3,190","2,127",sun
Saturday,7,1/13/2018,"1,998","1,373",sun
Sunday,1,1/14/2018,"2,515","1,711",sun
Monday,2,1/15/2018,"3,950","2,612",sun
Tuesday,3,1/16/2018,"4,033","2,631",rain
Wednesday,4,1/17/2018,"4,269","2,812",fog
Thursday,5,1/18/2018,"4,124","2,677",sun
Friday,6,1/19/2018,"3,228","2,198",sun
Saturday,7,1/20/2018,"2,287","1,423",sun
Sunday,1,1/21/2018,"2,946","1,996",sun
Monday,2,1/22/2018,"4,608","3,035",fog
Tuesday,3,1/23/2018,"4,786","3,154",rain
Wednesday,4,1/24/2018,"4,724","3,244",rain
Thursday,5,1/25/2018,"4,417","2,875",rain
Friday,6,1/26/2018,"3,580","2,314",fog
Saturday,7,1/27/2018,"2,345","1,544",sun
Sunday,1,1/28/2018,"3,170","2,140",sun
Monday,2,1/29/2018,"4,862","3,194",sun
Tuesday,3,1/30/2018,"4,600","3,106",sun
Wednesday,4,1/31/2018,"4,705","3,249",fog
Thursday,5,2/1/2018,"4,723","3,164",sun
Friday,6,2/2/2018,"3,969","2,572",sun
Saturday,7,2/3/2018,"2,994","2,034",sun
Sunday,1,2/4/2018,"3,162","2,186",sun
Monday,2,2/5/2018,"4,949","3,287",sun
Tuesday,3,2/6/2018,"5,092","3,465",sun
Wednesday,4,2/7/2018,"4,767","3,319",sun
Thursday,5,2/8/2018,"4,625","3,179",sun
Friday,6,2/9/2018,"3,738","2,477",sun
Saturday,7,2/10/2018,"2,739","1,793",sun
Sunday,1,2/11/2018,"3,923","2,476",sun
Monday,2,2/12/2018,"5,341","3,687",rain
Tuesday,3,2/13/2018,"5,114","3,460",rain
Wednesday,4,2/14/2018,"4,896","3,214",sun
Thursday,5,2/15/2018,"4,502","3,050",sun
Friday,6,2/16/2018,"3,729","2,518",sun
Saturday,7,2/17/2018,"2,388","1,618",sun
Sunday,1,2/18/2018,"3,405","2,314",sun
Monday,2,2/19/2018,"5,176","3,620",sun
Tuesday,3,2/20/2018,"5,429","3,597",sun
Wednesday,4,2/21/2018,"5,120","3,448",sun
Thursday,5,2/22/2018,"4,993","3,379",sun
Friday,6,2/23/2018,"4,148","2,751",sun
Saturday,7,2/24/2018,"2,763","1,981",sun
Sunday,1,2/25/2018,"3,599","2,446",sun
Monday,2,2/26/2018,"5,542","3,728",drizzle
Tuesday,3,2/27/2018,"5,378","3,764",sun
Wednesday,4,2/28/2018,"5,536","3,734",sun
Thursday,5,3/1/2018,"4,984","3,315",sun
Friday,6,3/2/2018,"4,130","2,754",rain
Saturday,7,3/3/2018,"2,818","1,922",sun
Sunday,1,3/4/2018,"3,978","2,699",sun
Monday,2,3/5/2018,"5,502","3,727",sun
Tuesday,3,3/6/2018,"5,740","3,842",sun
Wednesday,4,3/7/2018,"5,635","3,734",sun
Thursday,5,3/8/2018,"5,375","3,704",sun
Friday,6,3/9/2018,"4,273","3,038",sun
Saturday,7,3/10/2018,"3,223","2,305",sun
Sunday,1,3/11/2018,"3,956","2,727",rain
Monday,2,3/12/2018,"5,895","4,141",sun
Tuesday,3,3/13/2018,"6,152","4,207",fog
Wednesday,4,3/14/2018,"5,906","4,021",sun
Thursday,5,3/15/2018,"6,300","4,061",sun
Friday,6,3/16/2018,"4,915","3,259",sun
Saturday,7,3/17/2018,"3,218","2,161",sun
Sunday,1,3/18/2018,"4,429","2,919",sun
Monday,2,3/19/2018,"5,739","4,038",drizzle
Tuesday,3,3/20/2018,"6,220","4,292",sun
Wednesday,4,3/21/2018,"6,238","4,163",drizzle
Thursday,5,3/22/2018,"6,226","4,251",sun
Friday,6,3/23/2018,"4,364","2,994",sun
Saturday,7,3/24/2018,"2,882","2,021",sun
Sunday,1,3/25/2018,"4,010","2,748",sun
Monday,2,3/26/2018,"6,084","3,995",sun
Tuesday,3,3/27/2018,"5,874","4,147",sun
Wednesday,4,3/28/2018,"5,719","3,917",sun
Thursday,5,3/29/2018,"5,003","3,396",sun
Friday,6,3/30/2018,"3,605","2,541",sun
Saturday,7,3/31/2018,"2,811","1,901",sun
Sunday,1,4/1/2018,"3,567","2,438",sun
Monday,2,4/2/2018,"5,237","3,542",sun
Tuesday,3,4/3/2018,"6,154","4,126",sun
Wednesday,4,4/4/2018,"5,895","4,112",sun
Thursday,5,4/5/2018,"5,858","3,943",sun
Friday,6,4/6/2018,"5,034","3,348",rain
Saturday,7,4/7/2018,"3,613","2,291",fog
Sunday,1,4/8/2018,"4,389","3,059",rain
Monday,2,4/9/2018,"6,278","4,290",fog
Tuesday,3,4/10/2018,"6,836","4,514",sun
Wednesday,4,4/11/2018,"6,731","4,596",sun
Thursday,5,4/12/2018,"6,287","4,332",sun
Friday,6,4/13/2018,"5,089","3,454",sun
Saturday,7,4/14/2018,"3,812","2,542",sun
Sunday,1,4/15/2018,"5,290","3,538",sun
Monday,2,4/16/2018,"7,161","4,993",sun
Tuesday,3,4/17/2018,"7,352","4,939",fog
Wednesday,4,4/18/2018,"7,218","4,842",sun
Thursday,5,4/19/2018,"7,040","4,672",sun
Friday,6,4/20/2018,"5,367","3,728",sun
Saturday,7,4/21/2018,"4,021","2,749",fog
Sunday,1,4/22/2018,"5,397","3,722",sun
Monday,2,4/23/2018,"7,605","5,124",sun
Tuesday,3,4/24/2018,"7,614","5,094",sun
Wednesday,4,4/25/2018,"7,984","5,541",rain
Thursday,5,4/26/2018,"7,040","4,823",sun
Friday,6,4/27/2018,"5,628","3,749",rain
Saturday,7,4/28/2018,"3,926","2,618",sun
Sunday,1,4/29/2018,"5,479","3,635",sun
Monday,2,4/30/2018,"6,670","4,584",sun
Tuesday,3,5/1/2018,"6,783","4,542",sun
Wednesday,4,5/2/2018,"7,105","4,865",drizzle
Thursday,5,5/3/2018,"6,877","4,702",rain
Friday,6,5/4/2018,"5,460","3,711",sun
Saturday,7,5/5/2018,"3,648","2,568",drizzle
Sunday,1,5/6/2018,"4,917","3,311",drizzle
Monday,2,5/7/2018,"6,980","4,654",sun
Tuesday,3,5/8/2018,"6,702","4,577",sun
Wednesday,4,5/9/2018,"6,699","4,488",sun
Thursday,5,5/10/2018,"6,001","4,059",sun
Friday,6,5/11/2018,"5,094","3,454",rain
Saturday,7,5/12/2018,"3,179","2,237",rain
Sunday,1,5/13/2018,"4,169","2,912",rain
Monday,2,5/14/2018,"6,392","4,388",sun
Tuesday,3,5/15/2018,"5,878","4,094",rain
Wednesday,4,5/16/2018,"5,800","3,976",sun
Thursday,5,5/17/2018,"5,690","4,023",sun
Friday,6,5/18/2018,"4,314","2,986",sun
Saturday,7,5/19/2018,"2,948","2,117",rain
Sunday,1,5/20/2018,"3,864","2,674",rain
Monday,2,5/21/2018,"5,499","3,708",rain
Tuesday,3,5/22/2018,"5,790","4,040",sun
Wednesday,4,5/23/2018,"5,720","3,971",sun
Thursday,5,5/24/2018,"5,692","3,675",fog
Friday,6,5/25/2018,"4,082","2,803",sun
Saturday,7,5/26/2018,"2,716","1,965",sun
Sunday,1,5/27/2018,"3,430","2,374",rain
Monday,2,5/28/2018,"4,353","2,994",sun
Tuesday,3,5/29/2018,"5,525","3,777",sun
Wednesday,4,5/30/2018,"5,407","3,574",rain
Thursday,5,5/31/2018,"4,994","3,485",rain
Friday,6,6/1/2018,"3,835","2,681",sun
Saturday,7,6/2/2018,"2,511","1,750",sun
Sunday,1,6/3/2018,"3,371","2,308",rain
Monday,2,6/4/2018,"5,226","3,399",fog
Tuesday,3,6/5/2018,"5,139","3,453",sun
Wednesday,4,6/6/2018,"5,051","3,474",sun
Thursday,5,6/7/2018,"4,787","3,283",fog
Friday,6,6/8/2018,"3,956","2,670",rain
Saturday,7,6/9/2018,"2,303","1,589",sun
Sunday,1,6/10/2018,"3,011","2,091",sun
Monday,2,6/11/2018,"4,896","3,326",sun
Tuesday,3,6/12/2018,"4,952","3,309",sun
Wednesday,4,6/13/2018,"4,570","3,099",fog
Thursday,5,6/14/2018,"4,542","2,962",fog
Friday,6,6/15/2018,"3,383","2,320",fog
Saturday,7,6/16/2018,"1,922","1,316",sun
Sunday,1,6/17/2018,"2,404","1,677",sun
Monday,2,6/18/2018,"4,576","2,964",sun
Tuesday,3,6/19/2018,"4,727","3,144",drizzle
Wednesday,4,6/20/2018,"4,639","2,989",rain
Thursday,5,6/21/2018,"4,108","2,762",fog
Friday,6,6/22/2018,"3,372","2,207",rain
Saturday,7,6/23/2018,"1,996","1,277",rain
Sunday,1,6/24/2018,"2,415","1,619",sun
Monday,2,6/25/2018,"4,457","2,881",rain
Tuesday,3,6/26/2018,"4,736","3,039",rain
Wednesday,4,6/27/2018,"4,245","2,818",fog
Thursday,5,6/28/2018,"4,081","2,785",fog
Friday,6,6/29/2018,"3,053","2,008",sun
Saturday,7,6/30/2018,"1,741","1,147",rain
Sunday,1,7/1/2018,"2,186","1,447",rain
Monday,2,7/2/2018,"4,026","2,533",rain
Tuesday,3,7/3/2018,"3,961","2,515",fog
Wednesday,4,7/4/2018,"3,019","2,032",fog
Thursday,5,7/5/2018,"3,743","2,496",fog
Friday,6,7/6/2018,"3,050","1,995",fog
Saturday,7,7/7/2018,"1,688","1,080",fog
Sunday,1,7/8/2018,"2,185","1,440",rain
Monday,2,7/9/2018,"4,104","2,576",rain
Tuesday,3,7/10/2018,"4,097","2,694",fog
Wednesday,4,7/11/2018,"3,844","2,506",rain
Thursday,5,7/12/2018,"3,743","2,530",rain
Friday,6,7/13/2018,"3,073","2,068",rain
Saturday,7,7/14/2018,"1,852","1,249",rain
Sunday,1,7/15/2018,"2,105","1,474",rain
Monday,2,7/16/2018,"4,078","2,657",rain
Tuesday,3,7/17/2018,"4,515","2,856",rain
Wednesday,4,7/18/2018,"4,276","2,779",sun
Thursday,5,7/19/2018,"4,043","2,705",rain
Friday,6,7/20/2018,"3,004","2,028",fog
Saturday,7,7/21/2018,"1,664","1,177",rain
Sunday,1,7/22/2018,"2,248","1,561",rain
Monday,2,7/23/2018,"4,062","2,658",rain
Tuesday,3,7/24/2018,"4,053","2,680",rain
Wednesday,4,7/25/2018,"3,628","2,431",rain
Thursday,5,7/26/2018,"3,596","2,415",rain
Friday,6,7/27/2018,"3,140","2,002",rain
Saturday,7,7/28/2018,"1,938","1,304",rain
Sunday,1,7/29/2018,"2,460","1,699",rain
Monday,2,7/30/2018,"4,175","2,771",rain
Tuesday,3,7/31/2018,"4,113","2,881",rain
Wednesday,4,8/1/2018,"4,273","2,901",rain
Thursday,5,8/2/2018,"4,194","2,754",rain
Friday,6,8/3/2018,"3,405","2,345",fog
Saturday,7,8/4/2018,"1,800","1,251",sun
Sunday,1,8/5/2018,"2,378","1,694",fog
Monday,2,8/6/2018,"4,319","2,856",rain
Tuesday,3,8/7/2018,"4,388","2,971",rain
Wednesday,4,8/8/2018,"4,205","2,724",sun
Thursday,5,8/9/2018,"3,973","2,555",sun
Friday,6,8/10/2018,"3,510","2,224",sun
Saturday,7,8/11/2018,"1,913","1,281",sun
Sunday,1,8/12/2018,"2,397","1,644",fog
Monday,2,8/13/2018,"4,348","2,789",rain
Tuesday,3,8/14/2018,"3,966","2,688",rain
Wednesday,4,8/15/2018,"3,805","2,544",rain
Thursday,5,8/16/2018,"3,866","2,604",rain
Friday,6,8/17/2018,"3,489","2,219",rain
Saturday,7,8/18/2018,"2,074","1,394",rain
Sunday,1,8/19/2018,"2,519","1,687",rain
Monday,2,8/20/2018,"4,202","2,734",rain
Tuesday,3,8/21/2018,"4,023","2,711",rain
Wednesday,4,8/22/2018,"4,048","2,685",rain
Thursday,5,8/23/2018,"4,150","2,860",rain
Friday,6,8/24/2018,"3,154","2,199",rain
Saturday,7,8/25/2018,"2,143","1,317",rain
Sunday,1,8/26/2018,"2,576","1,705",rain
Monday,2,8/27/2018,"4,317","2,954",sun
Tuesday,3,8/28/2018,"4,421","3,023",rain
Wednesday,4,8/29/2018,"4,563","3,019",rain
Thursday,5,8/30/2018,"4,055","2,798",rain
Friday,6,8/31/2018,"3,427","2,305",rain
Saturday,7,9/1/2018,"1,731","1,241",fog
Sunday,1,9/2/2018,"2,258","1,641",rain
Monday,2,9/3/2018,"3,655","2,499",rain
Tuesday,3,9/4/2018,"4,456","2,995",rain
Wednesday,4,9/5/2018,"4,566","3,042",rain
Thursday,5,9/6/2018,"4,314","3,049",rain
Friday,6,9/7/2018,"3,557","2,349",rain
Saturday,7,9/8/2018,"2,281","1,548",sun
Sunday,1,9/9/2018,"3,346","2,255",rain
Monday,2,9/10/2018,"4,711","3,200",rain
Tuesday,3,9/11/2018,"4,709","3,134",fog
Wednesday,4,9/12/2018,"4,379","3,032",sun
Thursday,5,9/13/2018,"4,357","2,870",sun
Friday,6,9/14/2018,"3,560","2,396",sun
Saturday,7,9/15/2018,"2,049","1,488",sun
Sunday,1,9/16/2018,"2,813","1,934",sun
Monday,2,9/17/2018,"5,064","3,241",sun
Tuesday,3,9/18/2018,"5,006","3,221",sun
Wednesday,4,9/19/2018,"4,949","3,282",sun
Thursday,5,9/20/2018,"4,695","3,165",sun
Friday,6,9/21/2018,"3,516","2,383",rain
Saturday,7,9/22/2018,"2,460","1,704",fog
Sunday,1,9/23/2018,"2,994","2,127",rain
Monday,2,9/24/2018,"4,688","3,273",fog
Tuesday,3,9/25/2018,"4,924","3,481",sun
Wednesday,4,9/26/2018,"5,209","3,546",sun
Thursday,5,9/27/2018,"5,966","4,029",sun
Friday,6,9/28/2018,"4,740","3,171",sun
Saturday,7,9/29/2018,"2,715","1,870",sun
Sunday,1,9/30/2018,"3,739","2,573",sun
Monday,2,10/1/2018,"5,841","3,982",sun
Tuesday,3,10/2/2018,"5,881","4,096",fog
Wednesday,4,10/3/2018,"5,540","3,863",sun
Thursday,5,10/4/2018,"5,636","3,894",sun
Friday,6,10/5/2018,"4,479","3,120",sun
Saturday,7,10/6/2018,"3,076","2,094",fog
Sunday,1,10/7/2018,"3,973","2,865",sun
Monday,2,10/8/2018,"6,045","4,310",sun
Tuesday,3,10/9/2018,"6,126","4,173",sun
Wednesday,4,10/10/2018,"6,084","4,319",rain
Thursday,5,10/11/2018,"6,154","4,254",sun
Friday,6,10/12/2018,"4,868","3,385",rain
Saturday,7,10/13/2018,"3,409","2,379",sun
Sunday,1,10/14/2018,"4,722","3,357",sun
Monday,2,10/15/2018,"6,555","4,550",sun
Tuesday,3,10/16/2018,"7,079","4,652",sun
Wednesday,4,10/17/2018,"6,691","4,673",drizzle
Thursday,5,10/18/2018,"6,522","4,398",rain
Friday,6,10/19/2018,"4,922","3,390",sun
Saturday,7,10/20/2018,"3,409","2,399",drizzle
Sunday,1,10/21/2018,"4,483","3,092",drizzle
Monday,2,10/22/2018,"6,666","4,499",sun
Tuesday,3,10/23/2018,"6,991","4,677",sun
Wednesday,4,10/24/2018,"6,871","4,619",sun
Thursday,5,10/25/2018,"6,357","4,331",sun
Friday,6,10/26/2018,"5,114","3,468",rain
Saturday,7,10/27/2018,"3,456","2,400",rain
Sunday,1,10/28/2018,"4,924","3,251",rain
Monday,2,10/29/2018,"6,837","4,704",sun
Tuesday,3,10/30/2018,"6,481","4,547",rain
Wednesday,4,10/31/2018,"6,296","4,316",sun
Thursday,5,11/1/2018,"6,044","3,988",sun
Friday,6,11/2/2018,"4,860","3,326",sun
Saturday,7,11/3/2018,"3,430","2,289",rain
Sunday,1,11/4/2018,"4,638","3,236",rain
Monday,2,11/5/2018,"6,365","4,329",rain
Tuesday,3,11/6/2018,"6,330","4,291",sun
Wednesday,4,11/7/2018,"5,865","3,937",sun
Thursday,5,11/8/2018,"5,692","3,938",fog
Friday,6,11/9/2018,"5,026","3,533",sun
Saturday,7,11/10/2018,"3,506","2,428",sun
Sunday,1,11/11/2018,"4,778","3,265",rain
Monday,2,11/12/2018,"6,684","4,592",sun
Tuesday,3,11/13/2018,"6,766","4,720",sun
Wednesday,4,11/14/2018,"6,916","4,674",rain
Thursday,5,11/15/2018,"6,440","4,379",rain
Friday,6,11/16/2018,"5,066","3,497",sun
Saturday,7,11/17/2018,"3,503","2,489",sun
Sunday,1,11/18/2018,"4,855","3,321",rain
Monday,2,11/19/2018,"6,818","4,601",fog
Tuesday,3,11/20/2018,"6,239","4,424",sun
Wednesday,4,11/21/2018,"5,471","3,904",sun
Thursday,5,11/22/2018,"4,453","3,186",fog
Friday,6,11/23/2018,"4,062","2,892",rain
Saturday,7,11/24/2018,"3,485","2,445",sun
Sunday,1,11/25/2018,"4,906","3,371",sun
Monday,2,11/26/2018,"7,099","4,871",sun
Tuesday,3,11/27/2018,"7,503","5,181",sun
Wednesday,4,11/28/2018,"7,554","5,227",fog
Thursday,5,11/29/2018,"7,169","4,944",fog
Friday,6,11/30/2018,"5,608","3,895",fog
Saturday,7,12/1/2018,"4,055","2,800",sun
Sunday,1,12/2/2018,"5,611","3,906",sun
Monday,2,12/3/2018,"7,650","5,378",sun
Tuesday,3,12/4/2018,"7,372","5,225",drizzle
Wednesday,4,12/5/2018,"7,369","5,166",rain
Thursday,5,12/6/2018,"7,250","5,093",fog
Friday,6,12/7/2018,"5,735","4,032",rain
Saturday,7,12/8/2018,"4,614","3,240",rain
Sunday,1,12/9/2018,"5,979","4,062",sun
Monday,2,12/10/2018,"7,840","5,421",rain
Tuesday,3,12/11/2018,"7,659","5,267",rain
Wednesday,4,12/12/2018,"7,319","4,983",fog
Thursday,5,12/13/2018,"6,373","4,452",fog
Friday,6,12/14/2018,"4,897","3,404",sun
Saturday,7,12/15/2018,"3,325","2,209",rain
Sunday,1,12/16/2018,"3,874","2,671",rain
Monday,2,12/17/2018,"5,436","3,791",rain
Tuesday,3,12/18/2018,"5,174","3,562",fog
Wednesday,4,12/19/2018,"4,873","3,255",fog
Thursday,5,12/20/2018,"3,913","2,716",fog
Friday,6,12/21/2018,"2,934","1,979",fog
Saturday,7,12/22/2018,"1,523","1,074",fog
Sunday,1,12/23/2018,"1,859","1,223",rain
Monday,2,12/24/2018,"1,835","1,310",rain
Tuesday,3,12/25/2018,"1,852","1,214",fog
Wednesday,4,12/26/2018,"2,357","1,594",rain
Thursday,5,12/27/2018,"2,583","1,783",rain
Friday,6,12/28/2018,"2,477","1,613",rain
Saturday,7,12/29/2018,"1,694","1,197",rain
Sunday,1,12/30/2018,"1,985","1,340",rain
Monday,2,12/31/2018,"1,723","1,159",rain
Tuesday,3,1/1/2019,"1,715","1,168",rain
Wednesday,4,1/2/2019,"3,431","2,361",sun
Thursday,5,1/3/2019,"4,118","2,793",rain
Friday,6,1/4/2019,"3,504","2,373",fog
Saturday,7,1/5/2019,"2,308","1,609",rain
Sunday,1,1/6/2019,"2,925","2,046",rain
Monday,2,1/7/2019,"4,587","3,100",rain
Tuesday,3,1/8/2019,"4,731","3,182",rain
Wednesday,4,1/9/2019,"4,831","3,245",rain
Thursday,5,1/10/2019,"4,162","2,836",rain
Friday,6,1/11/2019,"3,726","2,476",rain
Saturday,7,1/12/2019,"2,458","1,722",rain
Sunday,1,1/13/2019,"3,266","2,264",rain
Monday,2,1/14/2019,"5,016","3,348",rain
Tuesday,3,1/15/2019,"4,732","3,320",rain
Wednesday,4,1/16/2019,"4,938","3,447",rain
Thursday,5,1/17/2019,"5,033","3,516",rain
Friday,6,1/18/2019,"4,114","2,731",fog
Saturday,7,1/19/2019,"2,780","1,929",sun
Sunday,1,1/20/2019,"4,205","2,367",fog
Monday,2,1/21/2019,"4,983","3,391",rain
Tuesday,3,1/22/2019,"5,182","3,674",rain
Wednesday,4,1/23/2019,"5,316","3,856",sun
Thursday,5,1/24/2019,"5,021","3,462",sun
Friday,6,1/25/2019,"4,230","2,882",sun
Saturday,7,1/26/2019,"2,743","1,882",sun
Sunday,1,1/27/2019,"3,890","2,622",fog
Monday,2,1/28/2019,"5,575","3,925",rain
Tuesday,3,1/29/2019,"5,732","3,866",rain
Wednesday,4,1/30/2019,"5,402","3,759",rain
Thursday,5,1/31/2019,"5,069","3,597",rain
Friday,6,2/1/2019,"4,222","2,923",rain
Saturday,7,2/2/2019,"2,864","1,902",rain
Sunday,1,2/3/2019,"3,598","2,447",rain
Monday,2,2/4/2019,"5,366","3,767",rain
Tuesday,3,2/5/2019,"5,427","3,757",rain
Wednesday,4,2/6/2019,"5,667","3,759",rain
